DATATYPE	 IR Spectrum
XYUNITS	 Wavenumber;Absorbance
DECIMALSYMBOL	 .
2812.2764	 0.0318
2814.1401	 0.0325
2816.0037	 0.0327
2817.8674	 0.0329
2819.7311	 0.0331
2821.5947	 0.0336
2823.4584	 0.0341
2825.3221	 0.0349
2827.1857	 0.0354
2829.0494	 0.0361
2830.9131	 0.0368
2832.7768	 0.0374
2834.6404	 0.0382
2836.5041	 0.0397
2838.3678	 0.0414
2840.2314	 0.0433
2842.0951	 0.0457
2843.9588	 0.0483
2845.8224	 0.0519
2847.6861	 0.0559
2849.5498	 0.0585
2851.4134	 0.0593
2853.2771	 0.0588
2855.1408	 0.0580
2857.0045	 0.0577
2858.8681	 0.0567
2860.7318	 0.0550
2862.5955	 0.0534
2864.4591	 0.0523
2866.3228	 0.0513
2868.1865	 0.0503
2870.0501	 0.0497
2871.9138	 0.0488
2873.7775	 0.0478
2875.6411	 0.0470
2877.5048	 0.0465
2879.3685	 0.0463
2881.2321	 0.0461
2883.0958	 0.0463
2884.9595	 0.0466
2886.8232	 0.0472
2888.6868	 0.0480
2890.5505	 0.0485
2892.4142	 0.0491
2894.2778	 0.0499
2896.1415	 0.0514
2898.0052	 0.0523
2899.8688	 0.0529
2901.7325	 0.0542
2903.5962	 0.0551
2905.4598	 0.0562
2907.3235	 0.0582
2909.1872	 0.0600
2911.0509	 0.0616
2912.9145	 0.0638
2914.7782	 0.0661
2916.6419	 0.0685
2918.5055	 0.0697
2920.3692	 0.0697
2922.2329	 0.0691
2924.0965	 0.0686
2925.9602	 0.0681
2927.8239	 0.0676
2929.6875	 0.0673
2931.5512	 0.0657
2933.4149	 0.0639
2935.2785	 0.0629
2937.1422	 0.0616
2939.0059	 0.0599
2940.8696	 0.0584
2942.7332	 0.0567
2944.5969	 0.0550
2946.4606	 0.0537
2948.3242	 0.0520
2950.1879	 0.0504
2952.0516	 0.0492
2953.9152	 0.0481
2955.7789	 0.0468
2957.6426	 0.0453
2959.5062	 0.0440
2961.3699	 0.0428
2963.2336	 0.0417
2965.0972	 0.0408
2966.9609	 0.0395
2968.8246	 0.0377
2970.6883	 0.0364
2972.5519	 0.0356
2974.4156	 0.0347
2976.2793	 0.0334
2978.1429	 0.0321
2980.0066	 0.0313
2981.8703	 0.0304
2983.7339	 0.0292
2985.5976	 0.0281
2987.4613	 0.0273
2989.3249	 0.0268
2991.1886	 0.0259
2993.0523	 0.0254
2994.9160	 0.0251
2996.7796	 0.0250
2998.6433	 0.0249
3000.5070	 0.0245
3002.3706	 0.0243
3004.2343	 0.0240
3006.0980	 0.0238
3007.9616	 0.0237
3009.8253	 0.0234
3011.6890	 0.0228
3013.5526	 0.0231
3015.4163	 0.0232
3017.2800	 0.0228
3019.1436	 0.0231
3021.0073	 0.0234
3022.8710	 0.0237
3024.7347	 0.0235
3026.5983	 0.0229
3028.4620	 0.0228
3030.3257	 0.0230
3032.1893	 0.0233
3034.0530	 0.0238
3035.9167	 0.0236
3037.7803	 0.0230
3039.6440	 0.0228
3041.5077	 0.0234
3043.3713	 0.0240
3045.2350	 0.0239
3047.0987	 0.0238
3048.9624	 0.0238
3050.8260	 0.0237
3052.6897	 0.0234
3054.5534	 0.0236
3056.4170	 0.0238
3058.2807	 0.0237
3060.1444	 0.0239
3062.0080	 0.0242
3063.8717	 0.0241
3065.7354	 0.0240
3067.5990	 0.0236
3069.4627	 0.0230
3071.3264	 0.0229
3073.1900	 0.0233
3075.0537	 0.0239
3076.9174	 0.0242
3078.7811	 0.0239
3080.6447	 0.0237
3082.5084	 0.0240
3084.3721	 0.0242
3086.2357	 0.0238
3088.0994	 0.0235
3089.9631	 0.0238
3091.8267	 0.0240
3093.6904	 0.0240
3095.5541	 0.0244
3097.4177	 0.0245
3099.2814	 0.0240
3101.1451	 0.0240
3103.0087	 0.0239
3104.8724	 0.0238
3106.7361	 0.0234
3108.5998	 0.0235
3110.4634	 0.0244
3112.3271	 0.0248
3114.1908	 0.0243
3116.0544	 0.0241
3117.9181	 0.0242
3119.7818	 0.0237
3121.6454	 0.0237
3123.5091	 0.0242
3125.3728	 0.0242
3127.2364	 0.0240
3129.1001	 0.0240
3130.9638	 0.0241
3132.8275	 0.0240
3134.6911	 0.0242
3136.5548	 0.0242
3138.4185	 0.0250
3140.2821	 0.0257
3142.1458	 0.0254
3144.0095	 0.0245
3145.8731	 0.0242
3147.7368	 0.0246
3149.6005	 0.0244
3151.4641	 0.0243
3153.3278	 0.0245
3155.1915	 0.0248
3157.0551	 0.0251
3158.9188	 0.0251
3160.7825	 0.0254
3162.6462	 0.0255
3164.5098	 0.0256
3166.3735	 0.0257
3168.2372	 0.0258
3170.1008	 0.0258
3171.9645	 0.0260
3173.8282	 0.0260
3175.6918	 0.0262
3177.5555	 0.0259
3179.4192	 0.0256
3181.2828	 0.0259
3183.1465	 0.0259
3185.0102	 0.0255
3186.8739	 0.0259
3188.7375	 0.0262
3190.6012	 0.0258
3192.4649	 0.0256
3194.3285	 0.0259
3196.1922	 0.0263
3198.0559	 0.0265
3199.9195	 0.0268
3201.7832	 0.0265
3203.6469	 0.0268
3205.5105	 0.0271
3207.3742	 0.0267
3209.2379	 0.0263
3211.1015	 0.0263
3212.9652	 0.0263
3214.8289	 0.0265
3216.6926	 0.0269
3218.5562	 0.0270
3220.4199	 0.0268
3222.2836	 0.0265
3224.1472	 0.0261
3226.0109	 0.0256
3227.8746	 0.0259
3229.7382	 0.0263
3231.6019	 0.0264
3233.4656	 0.0263
3235.3292	 0.0262
3237.1929	 0.0258
3239.0566	 0.0257
3240.9202	 0.0269
3242.7839	 0.0276
3244.6476	 0.0263
3246.5113	 0.0260
3248.3749	 0.0263
3250.2386	 0.0267
3252.1023	 0.0266
3253.9659	 0.0260
3255.8296	 0.0261
3257.6933	 0.0264
3259.5569	 0.0267
3261.4206	 0.0264
3263.2843	 0.0263
3265.1479	 0.0262
3267.0116	 0.0260
3268.8753	 0.0270
3270.7390	 0.0273
3272.6026	 0.0267
3274.4663	 0.0267
3276.3300	 0.0267
3278.1936	 0.0263
3280.0573	 0.0264
3281.9210	 0.0265
3283.7846	 0.0268
3285.6483	 0.0270
3287.5120	 0.0266
3289.3756	 0.0257
3291.2393	 0.0256
3293.1030	 0.0264
3294.9666	 0.0268
3296.8303	 0.0269
3298.6940	 0.0269
3300.5577	 0.0265
3302.4213	 0.0270
3304.2850	 0.0273
3306.1487	 0.0270
3308.0123	 0.0265
3309.8760	 0.0258
3311.7397	 0.0253
3313.6033	 0.0261
3315.4670	 0.0269
3317.3307	 0.0273
3319.1943	 0.0273
3321.0580	 0.0266
3322.9217	 0.0261
3324.7854	 0.0263
3326.6490	 0.0265
3328.5127	 0.0270
3330.3764	 0.0268
3332.2400	 0.0265
3334.1037	 0.0266
3335.9674	 0.0259
3337.8310	 0.0253
3339.6947	 0.0257
3341.5584	 0.0257
3343.4220	 0.0259
3345.2857	 0.0262
3347.1494	 0.0261
3349.0130	 0.0263
3350.8767	 0.0267
3352.7404	 0.0266
3354.6041	 0.0269
3356.4677	 0.0267
3358.3314	 0.0267
3360.1951	 0.0266
3362.0587	 0.0255
3363.9224	 0.0252
3365.7861	 0.0249
3367.6497	 0.0253
3369.5134	 0.0265
3371.3771	 0.0269
3373.2407	 0.0262
3375.1044	 0.0255
3376.9681	 0.0265
3378.8317	 0.0262
3380.6954	 0.0250
3382.5591	 0.0256
3384.4228	 0.0270
3386.2864	 0.0261
3388.1501	 0.0247
3390.0138	 0.0253
3391.8774	 0.0258
3393.7411	 0.0255
3395.6048	 0.0255
3397.4684	 0.0258
3399.3321	 0.0261
3401.1958	 0.0257
3403.0594	 0.0255
3404.9231	 0.0256
3406.7868	 0.0255
3408.6505	 0.0256
3410.5141	 0.0256
3412.3778	 0.0258
3414.2415	 0.0259
3416.1051	 0.0252
3417.9688	 0.0239
3419.8325	 0.0242
3421.6961	 0.0247
3423.5598	 0.0253
3425.4235	 0.0264
3427.2871	 0.0258
3429.1508	 0.0248
3431.0145	 0.0238
3432.8781	 0.0233
3434.7418	 0.0234
3436.6055	 0.0241
3438.4692	 0.0240
3440.3328	 0.0246
3442.1965	 0.0256
3444.0602	 0.0251
3445.9238	 0.0244
3447.7875	 0.0248
3449.6512	 0.0241
3451.5148	 0.0232
3453.3785	 0.0223
3455.2422	 0.0219
3457.1058	 0.0224
3458.9695	 0.0227
3460.8332	 0.0230
3462.6969	 0.0231
3464.5605	 0.0228
3466.4242	 0.0227
3468.2879	 0.0227
3470.1515	 0.0232
3472.0152	 0.0232
3473.8789	 0.0223
3475.7425	 0.0219
3477.6062	 0.0215
3479.4699	 0.0210
3481.3335	 0.0214
3483.1972	 0.0219
3485.0609	 0.0221
3486.9245	 0.0214
3488.7882	 0.0212
3490.6519	 0.0215
3492.5156	 0.0204
3494.3792	 0.0200
3496.2429	 0.0206
3498.1066	 0.0209
3499.9702	 0.0216
3501.8339	 0.0217
3503.6976	 0.0215
3505.5612	 0.0216
3507.4249	 0.0212
3509.2886	 0.0213
3511.1522	 0.0207
3513.0159	 0.0197
3514.8796	 0.0198
3516.7432	 0.0193
3518.6069	 0.0183
3520.4706	 0.0187
3522.3343	 0.0196
3524.1979	 0.0194
3526.0616	 0.0189
3527.9253	 0.0187
3529.7889	 0.0179
3531.6526	 0.0178
3533.5163	 0.0185
3535.3799	 0.0182
3537.2436	 0.0177
3539.1073	 0.0171
3540.9709	 0.0170
3542.8346	 0.0177
3544.6983	 0.0185
3546.5620	 0.0181
3548.4256	 0.0169
3550.2893	 0.0161
3552.1530	 0.0159
3554.0166	 0.0162
3555.8803	 0.0159
3557.7440	 0.0149
3559.6076	 0.0147
3561.4713	 0.0152
3563.3350	 0.0156
3565.1986	 0.0162
3567.0623	 0.0177
3568.9260	 0.0179
3570.7896	 0.0154
3572.6533	 0.0136
3574.5170	 0.0130
3576.3807	 0.0133
3578.2443	 0.0135
3580.1080	 0.0129
3581.9717	 0.0122
3583.8353	 0.0124
3585.6990	 0.0136
3587.5627	 0.0152
3589.4263	 0.0158
3591.2900	 0.0137
3593.1537	 0.0129
3595.0173	 0.0129
3596.8810	 0.0127
3598.7447	 0.0124
3600.6084	 0.0121
3602.4720	 0.0125
3604.3357	 0.0129
3606.1994	 0.0125
3608.0630	 0.0124
3609.9267	 0.0127
3611.7904	 0.0120
3613.6540	 0.0124
3615.5177	 0.0129
3617.3814	 0.0126
3619.2450	 0.0126
3621.1087	 0.0120
3622.9724	 0.0113
3624.8360	 0.0112
3626.6997	 0.0116
3628.5634	 0.0118
3630.4271	 0.0122
3632.2907	 0.0110
3634.1544	 0.0095
3636.0181	 0.0087
3637.8817	 0.0088
3639.7454	 0.0087
3641.6091	 0.0083
3643.4727	 0.0088
3645.3364	 0.0094
3647.2001	 0.0107
3649.0637	 0.0129
3650.9274	 0.0130
3652.7911	 0.0113
3654.6547	 0.0092
3656.5184	 0.0089
3658.3821	 0.0088
3660.2458	 0.0080
3662.1094	 0.0072
3663.9731	 0.0068
3665.8368	 0.0071
3667.7004	 0.0084
3669.5641	 0.0097
3671.4278	 0.0104
3673.2914	 0.0102
3675.1551	 0.0106
3677.0188	 0.0111
3678.8824	 0.0101
3680.7461	 0.0091
3682.6098	 0.0072
3684.4735	 0.0069
3686.3371	 0.0069
3688.2008	 0.0082
3690.0645	 0.0095
3691.9281	 0.0093
3693.7918	 0.0086
3695.6555	 0.0073
3697.5191	 0.0070
3699.3828	 0.0068
3701.2465	 0.0075
3703.1101	 0.0080
3704.9738	 0.0072
3706.8375	 0.0072
3708.7011	 0.0081
3710.5648	 0.0093
3712.4285	 0.0101
3714.2922	 0.0099
3716.1558	 0.0087
3718.0195	 0.0081
3719.8832	 0.0078
3721.7468	 0.0085
3723.6105	 0.0094
3725.4742	 0.0084
3727.3378	 0.0082
3729.2015	 0.0083
3731.0652	 0.0087
3732.9288	 0.0102
3734.7925	 0.0110
3736.6562	 0.0116
3738.5199	 0.0111
3740.3835	 0.0097
3742.2472	 0.0091
3744.1109	 0.0104
3745.9745	 0.0121
3747.8382	 0.0115
3749.7019	 0.0119
3751.5655	 0.0111
3753.4292	 0.0117
3755.2929	 0.0104
3757.1565	 0.0092
3759.0202	 0.0085
3760.8839	 0.0092
3762.7475	 0.0086
3764.6112	 0.0076
3766.4749	 0.0079
3768.3386	 0.0082
3770.2022	 0.0087
3772.0659	 0.0083
3773.9296	 0.0073
3775.7932	 0.0067
3777.6569	 0.0070
3779.5206	 0.0083
3781.3842	 0.0082
3783.2479	 0.0078
3785.1116	 0.0075
3786.9752	 0.0073
3788.8389	 0.0071
3790.7026	 0.0069
3792.5662	 0.0071
3794.4299	 0.0073
3796.2936	 0.0079
3798.1573	 0.0087
3800.0209	 0.0089
3801.8846	 0.0097
3803.7483	 0.0096
3805.6119	 0.0097
3807.4756	 0.0093
3809.3393	 0.0088
3811.2029	 0.0082
3813.0666	 0.0074
3814.9303	 0.0077
3816.7939	 0.0093
3818.6576	 0.0091
3820.5213	 0.0103
3822.3850	 0.0107
3824.2486	 0.0107
3826.1123	 0.0099
3827.9760	 0.0087
3829.8396	 0.0083
3831.7033	 0.0084
3833.5670	 0.0084
3835.4306	 0.0097
3837.2943	 0.0107
3839.1580	 0.0107
3841.0216	 0.0108
3842.8853	 0.0108
3844.7490	 0.0094
3846.6126	 0.0086
3848.4763	 0.0083
3850.3400	 0.0084
3852.2037	 0.0100
3854.0673	 0.0130
3855.9310	 0.0130
3857.7947	 0.0109
3859.6583	 0.0086
3861.5220	 0.0082
3863.3857	 0.0093
3865.2493	 0.0103
3867.1130	 0.0109
3868.9767	 0.0107
3870.8403	 0.0111
3872.7040	 0.0102
3874.5677	 0.0099
3876.4314	 0.0088
3878.2950	 0.0090
3880.1587	 0.0096
3882.0224	 0.0098
3883.8860	 0.0098
3885.7497	 0.0098
3887.6134	 0.0092
3889.4770	 0.0094
3891.3407	 0.0093
3893.2044	 0.0094
3895.0680	 0.0097
3896.9317	 0.0088
3898.7954	 0.0087
3900.6590	 0.0102
3902.5227	 0.0115
3904.3864	 0.0107
3906.2501	 0.0098
3908.1137	 0.0091
3909.9774	 0.0079
3911.8411	 0.0073
3913.7047	 0.0077
3915.5684	 0.0086
3917.4321	 0.0094
3919.2957	 0.0098
3921.1594	 0.0090
3923.0231	 0.0081
3924.8867	 0.0085
3926.7504	 0.0089
3928.6141	 0.0090
3930.4777	 0.0090
3932.3414	 0.0087
3934.2051	 0.0088
3936.0688	 0.0087
3937.9324	 0.0080
3939.7961	 0.0078
3941.6598	 0.0082
3943.5234	 0.0086
3945.3871	 0.0087
3947.2508	 0.0083
3949.1144	 0.0086
3950.9781	 0.0089
3952.8418	 0.0085
3954.7054	 0.0083
3956.5691	 0.0078
3958.4328	 0.0071
3960.2965	 0.0075
3962.1601	 0.0082
3964.0238	 0.0084
3965.8875	 0.0080
3967.7511	 0.0079
3969.6148	 0.0082
3971.4785	 0.0084
3973.3421	 0.0078
3975.2058	 0.0075
3977.0695	 0.0076
3978.9331	 0.0074
3980.7968	 0.0075
3982.6605	 0.0081
3984.5241	 0.0083
3986.3878	 0.0081
3988.2515	 0.0079
3990.1152	 0.0081
3991.9788	 0.0083
3993.8425	 0.0082
3995.7062	 0.0082
3997.5698	 0.0082
3999.4335	 0.0077
Created at (UTC)=03/04/2024 08:44:16
SampleScans=64
BackgroundScans=64
From=4000
To=650
Resolution=4
Gain=220
Apodization=APOD_HAPPGENZEL
ZeroFillFactor=None
